GEOID,NAMELSAD,avg_d_mbps_wt,avg_u_mbps_wt,avg_lat_ms_wt,tests,State,Year,POP_ESTIMATE_2022,NET_MIG_2022,Median_Household_Income_2021,Med_HH_Income_Percent_of_State_Total_2021
1077,Lauderdale County,67.66149729384952,33.23064693730791,52.51732741977527,3928.0,Alabama,2019,95878.0,1401.0,52222.0,96.7
1079,Lawrence County,48.13816942127016,7.766948649310613,72.19657681998294,710.75,Alabama,2019,33214.0,274.0,55555.0,102.9
1081,Lee County,92.32246311506968,39.5662805472139,24.229676038034643,10994.0,Alabama,2019,180773.0,2608.0,54188.0,100.4
1083,Limestone County,113.03229692300368,61.57815053491655,33.07598855216044,7862.25,Alabama,2019,110900.0,3325.0,69207.0,128.2
1085,Lowndes County,23.71086343307033,7.789219970870331,128.43784939980117,191.75,Alabama,2019,9777.0,-93.0,36993.0,68.5
1087,Macon County,60.68529773480367,7.195282383975133,131.96396262089473,288.5,Alabama,2019,18516.0,-283.0,35354.0,65.5
1089,Madison County,119.30286449026772,78.60086632729481,25.83068055804221,34078.25,Alabama,2019,403565.0,6387.0,78386.0,145.2
1091,Marengo County,16.74364702860267,6.801987929504935,88.36418545136503,604.5,Alabama,2019,18745.0,-89.0,42048.0,77.9
1093,Marion County,90.28840749421067,85.90267927696505,33.93868705449534,2167.75,Alabama,2019,29156.0,361.0,44636.0,82.7
1095,Marshall County,71.99092042217897,23.30494587334454,34.35780978800224,5295.0,Alabama,2019,99423.0,1028.0,50858.0,94.2
1097,Mobile County,109.59762870128222,52.40101842211386,51.60453593579541,21753.5,Alabama,2019,411411.0,-1213.0,49848.0,92.30000000000001
1099,Monroe County,50.45637454181873,9.363492709183394,110.62049930422008,912.5,Alabama,2019,19404.0,-21.0,40997.0,75.9
1101,Montgomery County,113.98997292344832,33.543209220320904,19.57893876024123,10687.0,Alabama,2019,226361.0,-861.0,50645.0,93.80000000000001
1103,Morgan County,83.11119744991164,25.22014653606626,46.17807075458156,6652.0,Alabama,2019,124211.0,1059.0,56340.0,104.4
1105,Perry County,8.69222720334803,2.364378551806263,164.80117966146324,46.75,Alabama,2019,8035.0,-219.0,31522.0,58.40000000000001
1107,Pickens County,20.15190394745899,4.366257752738893,145.00887630418435,433.0,Alabama,2019,18697.0,234.0,43926.0,81.4
1109,Pike County,64.37775449597494,47.26900109669081,37.23235033150021,918.0,Alabama,2019,33014.0,354.0,38945.0,72.10000000000001
1111,Randolph County,37.50815796260113,4.562925809045455,136.83737963291486,632.75,Alabama,2019,22479.0,373.0,45889.0,85.0
1113,Russell County,74.87396600524123,34.4754631298516,31.236959250945645,3321.25,Alabama,2019,58555.0,-78.0,44849.0,83.10000000000001
1115,St. Clair County,59.51263893466386,12.014703257368682,44.73592782483426,8019.5,Alabama,2019,93932.0,1281.0,63015.0,116.7
1117,Shelby County,115.74757765756752,41.97157524085671,27.339429788021228,25610.5,Alabama,2019,230115.0,2356.0,85457.0,158.3
1119,Sumter County,61.13176411961247,8.404693625863688,109.14210628464024,190.75,Alabama,2019,11853.0,-53.0,29490.0,54.6
1121,Talladega County,69.35636345627861,12.981574322788257,53.70602319745571,4293.25,Alabama,2019,80704.0,618.0,47331.0,87.7
1123,Tallapoosa County,81.79582186532932,12.896099515785645,39.0790989013084,1902.5,Alabama,2019,40977.0,130.0,47444.0,87.9
1125,Tuscaloosa County,107.22242525076086,40.17535908108307,37.80103019011668,10316.5,Alabama,2019,236780.0,977.0,56274.0,104.2
1127,Walker County,87.80684114622542,14.201329661565728,59.37803196222982,2969.0,Alabama,2019,64339.0,267.0,46343.0,85.80000000000001
1129,Washington County,12.853873233206537,2.8107347880798166,183.48422580921496,427.25,Alabama,2019,15122.0,-75.0,49795.0,92.2
1131,Wilcox County,22.793971691968004,5.93832802770331,125.9488706632186,271.5,Alabama,2019,10059.0,-224.0,30071.0,55.7
1133,Winston County,41.09050260305541,35.07263223023719,96.48594035847646,1919.75,Alabama,2019,23755.0,265.0,47176.0,87.4
2020,Anchorage Municipality,109.58283382940913,23.71470636992862,18.81061237600896,16144.0,Alaska,2019,287145.0,-2694.0,86152.0,109.8
2050,Bethel Census Area,7.35248443060717,5.404729031781854,34.63168962280709,178.25,Alaska,2019,18257.0,-578.0,54849.0,69.9
2060,Bristol Bay Borough,4.798471273291925,0.9812109860248448,39.34845690993789,17.25,Alaska,2019,865.0,24.0,88516.0,112.8
2068,Denali Borough,23.63648372351296,14.533863916433893,26.776307760911724,395.0,Alaska,2019,1585.0,-20.0,85251.0,108.7
2070,Dillingham Census Area,4.07737179397851,1.6100606812375469,31.840437859840844,48.0,Alaska,2019,4723.0,-75.0,58389.0,74.4
2090,Fairbanks North Star Borough,84.0650052461224,18.494517385235994,40.57723531730701,4481.25,Alaska,2019,95356.0,-791.0,76754.0,97.9
2100,Haines Borough,7.638269252873563,2.506210221674877,40.957881773399016,77.0,Alaska,2019,2056.0,-11.0,63155.0,80.5
2105,Hoonah-Angoon Census Area,8.593460235042736,3.155820159137159,170.49700752950753,82.5,Alaska,2019,2287.0,-51.0,56555.0,72.10000000000001
2110,Juneau City and Borough,68.65961336865485,17.013333834092627,36.08322895622541,1334.5,Alaska,2019,31685.0,-309.0,89922.0,114.6
2122,Kenai Peninsula Borough,45.69350370395221,14.625487755313008,55.14331296919349,5136.0,Alaska,2019,60690.0,781.0,71111.0,90.7
2130,Ketchikan Gateway Borough,78.37437206054821,64.32051361808686,13.24932367344773,783.75,Alaska,2019,13741.0,-80.0,73260.0,93.4
2150,Kodiak Island Borough,93.98401094354482,21.441739993698533,32.251920636657374,695.5,Alaska,2019,12720.0,-239.0,80863.0,103.1
2158,Kusilvak Census Area,5.5073021036356815,4.899872124875063,42.75526299350325,107.5,Alaska,2019,8278.0,-307.0,38203.0,48.7
2164,Lake and Peninsula Borough,6.031603113553114,1.8819082417582416,474.7652014652015,20.33333333333333,Alaska,2019,1381.0,-49.0,51205.0,65.3
2170,Matanuska-Susitna Borough,64.94190824366446,15.579034336435765,21.259896454655447,6060.75,Alaska,2019,113325.0,1844.0,80164.0,102.2
2180,Nome Census Area,6.28998963349285,6.288078448331129,34.17781375660948,82.0,Alaska,2019,9835.0,-186.0,65578.0,83.60000000000001
2185,North Slope Borough,16.994464593392905,20.0010187908332,24.25296303544012,489.25,Alaska,2019,10805.0,-292.0,95041.0,121.2
2188,Northwest Arctic Borough,8.435930115492186,10.145944032496237,35.61787341821667,48.75,Alaska,2019,7423.0,-226.0,67586.0,86.2
2195,Petersburg Borough,79.98423717741402,23.54173520409289,43.10834943043844,64.25,Alaska,2019,3360.0,-6.0,71878.0,91.60000000000001
2198,Prince of Wales-Hyder Census Area,6.138483875184374,2.510018410514565,123.74800915731248,127.5,Alaska,2019,5650.0,-73.0,56226.0,71.7
2220,Sitka City and Borough,90.63690319619012,19.14175994604595,36.42452362794872,467.0,Alaska,2019,8382.0,-36.0,78248.0,99.80000000000001
2230,Skagway Municipality,8.903236836104488,1.446933882505138,42.36719091033223,91.0,Alaska,2019,1081.0,-58.0,65712.0,83.80000000000001
2240,Southeast Fairbanks Census Area,13.635794869251365,4.153571930287334,51.0115748179951,364.25,Alaska,2019,7021.0,-4.0,68347.0,87.10000000000001
2261,Valdez-Cordova Census Area,41.51430246544099,15.38369944068748,32.985953570083616,778.75,Alaska,2019,,,,
2275,Wrangell City and Borough,83.06752041435952,17.798254609998423,22.15583081177141,83.25,Alaska,2019,2070.0,-22.0,64732.0,82.5
2290,Yukon-Koyukuk Census Area,6.941153571428572,5.995338571428571,91.415,24.75,Alaska,2019,5179.0,-102.0,44934.0,57.3
4001,Apache County,9.46978199076612,4.239557450323733,140.7076396537477,613.25,Arizona,2019,65432.0,472.0,41002.0,59.5
4003,Cochise County,68.97393430091657,10.90619604378716,35.99007213992188,6096.0,Arizona,2019,125663.0,452.0,55748.0,80.80000000000001
4005,Coconino County,86.97928796961182,18.9816145794761,47.05058070852656,9629.0,Arizona,2019,144060.0,1105.0,63829.0,92.60000000000001
4007,Gila County,49.2077491246236,7.025936062988204,88.7272362988017,2274.5,Arizona,2019,53922.0,922.0,52665.0,76.4
4009,Graham County,57.49654922231878,9.95537863594035,44.53646688581292,1161.0,Arizona,2019,38779.0,-162.0,52644.0,76.3
4011,Greenlee County,52.07025585152352,7.078135311759159,52.37375773910699,208.75,Arizona,2019,9302.0,-109.0,71669.0,103.9
4012,La Paz County,34.93752928515821,5.783359903857395,85.07996905021135,1396.0,Arizona,2019,16506.0,332.0,44330.0,64.3
4013,Maricopa County,115.8878933864746,28.01022745168964,15.24881610634636,293300.5,Arizona,2019,4551524.0,48593.0,76230.0,110.5
4015,Mohave County,118.3654155511303,22.16966678510577,36.66036730422165,16672.25,Arizona,2019,220816.0,6137.0,48169.0,69.8
4017,Navajo County,54.719772051771045,8.769509685097264,61.46365318245908,3732.0,Arizona,2019,108650.0,1545.0,49057.0,71.10000000000001
4019,Pima County,106.21009803886037,14.459928759289005,24.280116797010287,57450.0,Arizona,2019,1057597.0,11121.0,60604.0,87.9
4021,Pinal County,88.35688617032203,20.974641500177555,31.33091026884125,25494.0,Arizona,2019,464154.0,15233.0,70835.0,102.7
4023,Santa Cruz County,34.48993567249765,9.216079688741829,59.8441132077855,1790.25,Arizona,2019,48759.0,630.0,49216.0,71.4
4025,Yavapai County,65.47076142673305,10.754332841771134,43.56742948765167,14106.0,Arizona,2019,246191.0,5990.0,57676.0,83.60000000000001
4027,Yuma County,85.62330509333457,11.07858976219741,30.346066122477204,8539.75,Arizona,2019,207842.0,942.0,55991.0,81.2
5001,Arkansas County,13.443291032628077,4.110325775014168,59.88832457966683,641.25,Arkansas,2019,16512.0,-34.0,50928.0,96.9
5003,Ashley County,18.992993298216795,5.200818525411758,149.64669128468452,680.25,Arkansas,2019,18354.0,-179.0,44030.0,83.7
5005,Baxter County,93.8930869035887,27.00089237558832,79.51653406063804,2692.5,Arkansas,2019,42435.0,796.0,45116.0,85.80000000000001
5007,Benton County,101.68665203418846,51.48106564421036,40.89904978310427,18777.75,Arkansas,2019,302863.0,7028.0,78974.0,150.2
5009,Boone County,59.40575189370445,17.483677220127184,53.51414452353266,1883.25,Arkansas,2019,38284.0,580.0,48700.0,92.60000000000001
5011,Bradley County,19.48833410963405,3.3182097762416065,68.58346454237618,364.5,Arkansas,2019,10135.0,-127.0,40454.0,76.9
5013,Calhoun County,23.281732510365632,20.13534243363729,74.44218762075161,249.0,Arkansas,2019,4695.0,-2.0,49977.0,95.10000000000001
5015,Carroll County,31.45591176380357,5.809204615333522,75.2927606396371,1749.25,Arkansas,2019,28742.0,316.0,49225.0,93.60000000000001
5017,Chicot County,28.129320066738817,4.914754536435786,110.23459595959596,153.25,Arkansas,2019,9873.0,-127.0,34857.0,66.3
5019,Clark County,121.73456545654668,63.85696608065351,31.294559127059348,1087.5,Arkansas,2019,21250.0,112.0,47158.0,89.7
5021,Clay County,50.51457967417242,6.078675167410614,81.5298040023228,748.25,Arkansas,2019,14265.0,14.0,41419.0,78.80000000000001
5023,Cleburne County,42.27222366312719,10.269084339908328,99.13178144662228,1738.0,Arkansas,2019,25284.0,455.0,50200.0,95.5
5025,Cleveland County,7.398234628862886,2.2356142292229224,430.7184927242725,95.0,Arkansas,2019,7467.0,36.0,53705.0,102.1
5027,Columbia County,84.73301260204222,20.49419347088356,72.72867075909951,684.5,Arkansas,2019,22216.0,-219.0,44651.0,84.9
5029,Conway County,64.47804297833858,11.78689486551644,125.26574656814188,711.5,Arkansas,2019,21046.0,214.0,47741.0,90.80000000000001
5031,Craighead County,123.06705109937651,35.72881461235231,31.52468424555484,7001.5,Arkansas,2019,113017.0,905.0,52490.0,99.80000000000001
5033,Crawford County,95.01971884557643,32.56737947034211,49.3489411531604,2630.5,Arkansas,2019,61075.0,796.0,54065.0,102.8
5035,Crittenden County,90.89829766832987,12.461784882806947,43.57090200209799,1690.75,Arkansas,2019,47061.0,-411.0,43821.0,83.30000000000001
5037,Cross County,35.2862429500638,5.628079106491542,85.8933255133284,382.25,Arkansas,2019,16601.0,-12.0,45262.0,86.10000000000001
5039,Dallas County,35.735030453842185,23.16203578209462,48.658263017401104,164.5,Arkansas,2019,6191.0,-50.0,42442.0,80.7
5041,Desha County,46.10149457863509,6.776954476363405,82.80583824892852,551.25,Arkansas,2019,10771.0,-212.0,39042.0,74.3
5043,Drew County,23.2165021426634,5.196286136343373,84.73018930085297,670.25,Arkansas,2019,16911.0,-104.0,46572.0,88.60000000000001
5045,Faulkner County,55.624070876213125,15.82512820240844,39.66835779426593,7859.75,Arkansas,2019,127665.0,1708.0,57573.0,109.5
5047,Franklin County,10.779090473495971,2.712766238272133,104.60588557445584,1059.5,Arkansas,2019,17271.0,196.0,47834.0,91.0
5049,Fulton County,66.66315505098257,63.01713103348711,106.9590812484442,499.0,Arkansas,2019,12382.0,333.0,41557.0,79.0
5051,Garland County,55.04142067414887,9.483940682649209,56.42690781006498,5335.5,Arkansas,2019,100089.0,459.0,48053.0,91.4
5053,Grant County,27.191033011530244,9.638937959328253,75.23062608138035,1250.25,Arkansas,2019,18160.0,112.0,67088.0,127.6
5055,Greene County,54.86379724028976,19.617617190772457,59.88538403641903,2130.5,Arkansas,2019,46448.0,183.0,53920.0,102.6
5057,Hempstead County,28.562670897598423,13.962749565197363,104.75876656854724,817.5,Arkansas,2019,19453.0,-213.0,41281.0,78.5
5059,Hot Spring County,108.728216130319,55.15490977502805,58.76428335626855,1260.75,Arkansas,2019,33203.0,305.0,51662.0,98.30000000000001
5061,Howard County,12.237803840737715,4.154883765273349,107.289903179904,202.5,Arkansas,2019,12557.0,-84.0,42733.0,81.30000000000001
5063,Independence County,67.50733172489413,17.825936365486793,49.696402958580336,2020.75,Arkansas,2019,37945.0,288.0,48957.0,93.10000000000001
5065,Izard County,42.65111467413789,35.893217462499635,125.16170103188652,973.25,Arkansas,2019,14048.0,251.0,40788.0,77.60000000000001
5067,Jackson County,40.96666203511703,6.357131246818596,40.08084405283151,561.25,Arkansas,2019,16624.0,-18.0,37815.0,71.9
5069,Jefferson County,25.67442564840003,4.031819954773742,85.01014829518459,1891.25,Arkansas,2019,64246.0,-1172.0,46100.0,87.7
5071,Johnson County,108.7128875649506,20.069562609695,62.80442249086626,817.5,Arkansas,2019,26001.0,66.0,43003.0,81.80000000000001
5073,Lafayette County,14.022913784804755,7.062369176472378,133.05431715018042,135.75,Arkansas,2019,6101.0,15.0,38777.0,73.8
5075,Lawrence County,105.51087575195368,29.260642730222173,63.55948689401803,528.0,Arkansas,2019,16205.0,-19.0,44661.0,84.9
5077,Lee County,17.175982015979145,2.87451056174151,71.5172779617486,106.75,Arkansas,2019,8364.0,-108.0,29714.0,56.5
5079,Lincoln County,13.123682207341478,2.244491811566361,86.12239031546717,358.5,Arkansas,2019,12916.0,-166.0,45435.0,86.4
5081,Little River County,27.58583588085065,4.4077145520325125,123.10081292606986,606.5,Arkansas,2019,11821.0,-45.0,46619.0,88.7
5083,Logan County,15.71094637802766,3.526521353001664,131.45108383020687,803.75,Arkansas,2019,21253.0,158.0,45558.0,86.7
5085,Lonoke County,56.90238815340911,8.697483212996502,34.969451344370455,4486.75,Arkansas,2019,75225.0,458.0,64633.0,122.9
5087,Madison County,23.0372967266752,22.138663560003312,154.9661173230146,344.0,Arkansas,2019,17486.0,540.0,49691.0,94.5
5089,Marion County,37.32116081385388,11.81410570197397,168.64725812432297,1261.25,Arkansas,2019,17254.0,463.0,42892.0,81.60000000000001
5091,Miller County,71.51566771120599,23.28022511572928,25.81826332714187,2137.75,Arkansas,2019,42552.0,159.0,45450.0,86.4
5093,Mississippi County,39.81219058307535,8.272308781771724,52.5814643747618,1929.25,Arkansas,2019,38896.0,-602.0,41007.0,78.0
5095,Monroe County,13.337705726452665,2.141064622888981,142.84189710170244,119.0,Arkansas,2019,6564.0,-31.0,37113.0,70.60000000000001
5097,Montgomery County,18.05492426934298,3.852645801648048,256.82781462102554,389.25,Arkansas,2019,8556.0,7.0,41359.0,78.7
5099,Nevada County,24.29348782724628,4.160404488526179,82.3951801874596,116.5,Arkansas,2019,8181.0,41.0,40283.0,76.60000000000001
5101,Newton County,9.606686596614448,4.023857946562647,98.9178578343621,182.5,Arkansas,2019,7078.0,0.0,41823.0,79.5
5103,Ouachita County,57.40716038849008,37.135758928902135,117.40611470364618,736.5,Arkansas,2019,22049.0,-158.0,47169.0,89.7
5105,Perry County,28.10188713081788,5.51926172379229,97.21768962015211,363.75,Arkansas,2019,10063.0,130.0,51204.0,97.4
5107,Phillips County,42.166907876304855,6.605861315794262,51.08035283635826,410.75,Arkansas,2019,15304.0,-424.0,32419.0,61.7
5109,Pike County,25.22817695888109,9.861485905979348,97.80337693695388,312.0,Arkansas,2019,10179.0,113.0,43710.0,83.10000000000001
5111,Poinsett County,46.98420994971177,10.520064842019378,56.408974591251535,704.5,Arkansas,2019,22495.0,-112.0,42639.0,81.10000000000001
5113,Polk County,30.18244086870076,5.128251702465492,88.48727017534567,596.25,Arkansas,2019,19337.0,152.0,43166.0,82.10000000000001
5115,Pope County,109.07026095833844,21.1603598558526,51.89149781298913,3377.5,Arkansas,2019,64065.0,386.0,47049.0,89.5
5117,Prairie County,18.76262739096013,3.788691751405275,70.55621179224661,418.5,Arkansas,2019,8069.0,58.0,59367.0,112.9
5119,Pulaski County,96.56677532111128,36.35221563311704,36.33752568475228,25839.5,Arkansas,2019,399145.0,854.0,53597.0,101.9
5121,Randolph County,88.932355650638,16.81502985952264,84.81445436328072,636.25,Arkansas,2019,18837.0,71.0,43484.0,82.7
5123,St. Francis County,22.699545762082952,4.068414877362502,104.78856596875691,229.5,Arkansas,2019,22451.0,-228.0,36781.0,70.0
5125,Saline County,80.22859798484569,25.149434199688425,42.17659623064249,9610.25,Arkansas,2019,127357.0,2146.0,68107.0,129.5
5127,Scott County,17.966892380439315,2.4105666715341822,86.60821644645813,281.75,Arkansas,2019,9805.0,69.0,39974.0,76.0
5129,Searcy County,30.564137927497026,9.637359124301543,75.16628888685645,564.25,Arkansas,2019,7918.0,100.0,35422.0,67.4
5131,Sebastian County,98.76097538999068,34.574492434976335,37.27306130267428,6531.0,Arkansas,2019,129059.0,742.0,49170.0,93.5
5133,Sevier County,31.995880824904173,7.437286489422584,59.39381523026218,410.5,Arkansas,2019,15686.0,-6.0,46651.0,88.7
5135,Sharp County,48.20851424559402,15.082570763239536,89.39905242350723,603.0,Arkansas,2019,17810.0,289.0,39183.0,74.5
5137,Stone County,15.99283980826089,6.538514947478822,76.58580556925305,851.25,Arkansas,2019,12575.0,256.0,37782.0,71.9
5139,Union County,112.06802186564894,22.26438766293628,57.014563718985656,1778.0,Arkansas,2019,37752.0,-444.0,47315.0,90.0
5141,Van Buren County,12.24275687357293,4.088417087740908,56.44230131323309,1249.5,Arkansas,2019,16102.0,490.0,39629.0,75.4
5143,Washington County,109.7259036765515,74.83577356851177,30.0595494089964,12454.0,Arkansas,2019,256054.0,3195.0,64218.0,122.1
5145,White County,38.87362232382693,10.061998932468333,50.46080645158654,3808.5,Arkansas,2019,77755.0,808.0,51660.0,98.30000000000001
5147,Woodruff County,13.057091368240956,3.2309989582334984,93.80367311614428,180.5,Arkansas,2019,6049.0,-53.0,37331.0,71.0
5149,Yell County,67.02259043014561,19.84883381703159,47.07405806871135,572.75,Arkansas,2019,20129.0,30.0,48526.0,92.30000000000001
6001,Alameda County,127.20628869759858,42.60983444029003,17.589775579627716,136603.75,California,2019,1628997.0,-21557.0,108971.0,128.5
6003,Alpine County,16.77182492805766,7.405596018707334,145.31633160062393,222.75,California,2019,1190.0,-35.0,87570.0,103.2
6005,Amador County,29.29435657431264,7.3758449450861825,85.70738751777651,1764.75,California,2019,41412.0,461.0,68159.0,80.30000000000001
6007,Butte County,116.73501130587836,13.72617228113678,42.127107241695256,8804.25,California,2019,207303.0,1473.0,62982.0,74.2
6009,Calaveras County,46.431802424578,6.577093255321959,66.73837257760803,2881.25,California,2019,46563.0,526.0,68298.0,80.5
6011,Colusa County,37.10599099337471,7.489827106208054,65.56412227379744,615.0,California,2019,21914.0,-118.0,60725.0,71.60000000000001
6013,Contra Costa County,139.45599359548177,31.256621245425613,18.54475461265164,91410.5,California,2019,1156966.0,-9800.0,110595.0,130.4
6015,Del Norte County,61.41351288591771,10.267298880327791,95.7784166670374,977.25,California,2019,27082.0,-393.0,48108.0,56.7
6017,El Dorado County,95.25603165391658,15.410333057912814,44.074561158694834,17597.75,California,2019,192646.0,-643.0,87689.0,103.4
6019,Fresno County,130.47586529642217,30.6496342703379,27.86873892459471,47400.0,California,2019,1015190.0,-2652.0,63140.0,74.4
6021,Glenn County,62.975117495119335,6.100183943372326,111.0686448635775,669.75,California,2019,28339.0,-403.0,56741.0,66.9
6023,Humboldt County,59.77991180818581,7.480667590648155,43.04431287298223,6102.5,California,2019,135010.0,399.0,53924.0,63.6
6025,Imperial County,74.46082394964455,9.425550294152163,35.28481060982988,8509.5,California,2019,178713.0,-1196.0,50970.0,60.1
6027,Inyo County,45.55510708711659,7.639410829407626,65.54832389762909,930.0,California,2019,18718.0,-150.0,62381.0,73.5
6029,Kern County,105.0718911697236,30.185208243565107,33.81185169081111,53407.75,California,2019,916108.0,-446.0,57926.0,68.3
6031,Kings County,139.23013368585427,15.78811754617635,25.57103307477016,6083.5,California,2019,152981.0,-674.0,60810.0,71.7
6033,Lake County,58.41986155114005,15.810806067432408,106.01601333830295,3153.5,California,2019,68191.0,-155.0,55801.0,65.8
6035,Lassen County,32.77905521863573,5.439965530755606,69.08786076102213,1032.25,California,2019,29904.0,-2083.0,56923.0,67.10000000000001
6037,Los Angeles County,120.27821255589669,28.4198464224817,18.07302599475053,815474.75,California,2019,9721138.0,-109018.0,77356.0,91.2
6039,Madera County,86.7227118275434,12.55414202767059,49.45809112978084,6059.75,California,2019,160256.0,705.0,60241.0,71.0
6041,Marin County,133.21876741417444,21.958599635993963,22.88886410372303,22419.75,California,2019,256018.0,-3382.0,118472.0,139.7
6043,Mariposa County,13.043776989625236,4.243627480927252,159.30741157301355,1592.75,California,2019,17020.0,-7.0,60377.0,71.2
6045,Mendocino County,38.21816718625652,7.306039206866276,156.61331165275254,4524.25,California,2019,89783.0,-1104.0,57516.0,67.8
6047,Merced County,115.66470897716006,17.55514354009211,37.62511728361326,9158.0,California,2019,290014.0,3820.0,54703.0,64.5
6049,Modoc County,10.37206593504184,4.945372762710188,75.55407792373747,233.75,California,2019,8511.0,8.0,49273.0,58.1
6051,Mono County,76.22531653588842,20.92871091439749,50.54362471913192,2250.0,California,2019,12978.0,-357.0,70945.0,83.60000000000001
